hRange, Ratio, Pr(Ratio)<=
3.0,1.0,0.5957446808510638
3.0,2.0,0.7127659574468085
3.0,2.5,0.7340425531914894
3.0,4.5,0.7978723404255319
3.0,5.0,0.8829787234042553
3.0,5.5,0.8936170212765957
3.0,6.5,0.925531914893617
3.0,7.0,0.9574468085106382
3.0,7.5,0.9680851063829786
3.0,8.0,0.9893617021276595
3.0,9.0,1.0
4.0,1.6666666666666667,0.25
4.0,2.0,0.3
4.0,3.3333333333333335,0.5
4.0,3.6666666666666665,0.65
4.0,4.333333333333333,0.7000000000000001
4.0,4.666666666666667,0.7500000000000001
4.0,5.0,0.9000000000000001
4.0,5.666666666666667,0.9500000000000002
4.0,8.333333333333334,1.0
7.0,1.25,0.25
7.0,1.5,0.3181818181818182
7.0,2.0,0.4318181818181818
7.0,2.25,0.5227272727272727
7.0,2.5,0.6136363636363636
7.0,2.75,0.7272727272727273
7.0,3.0,0.8181818181818182
7.0,3.25,0.9090909090909092
7.0,3.75,0.9318181818181819
7.0,4.0,0.9545454545454546
7.0,4.25,0.9772727272727273
7.0,4.5,1.0
8.0,1.1666666666666667,0.022727272727272728
8.0,1.2,0.045454545454545456
8.0,1.2857142857142858,0.05303030303030303
8.0,1.3333333333333333,0.06818181818181818
8.0,1.4,0.07575757575757575
8.0,1.4285714285714286,0.09848484848484848
8.0,1.5,0.1590909090909091
8.0,1.6,0.17424242424242425
8.0,1.6666666666666667,0.1893939393939394
8.0,1.7142857142857142,0.2196969696969697
8.0,1.8,0.25757575757575757
8.0,1.8571428571428572,0.29545454545454547
8.0,2.0,0.3712121212121212
8.0,2.142857142857143,0.3939393939393939
8.0,2.1666666666666665,0.40909090909090906
8.0,2.2,0.44696969696969696
8.0,2.3333333333333335,0.5
8.0,2.4,0.5151515151515151
8.0,2.5,0.5227272727272727
8.0,2.6,0.5833333333333333
8.0,2.7142857142857144,0.6212121212121211
8.0,2.8,0.659090909090909
8.0,2.8333333333333335,0.6818181818181817
8.0,2.857142857142857,0.6893939393939392
8.0,3.2,0.6969696969696968
8.0,3.2857142857142856,0.7045454545454544
8.0,3.3333333333333335,0.7121212121212119
8.0,3.4,0.7272727272727271
8.0,3.5,0.7348484848484846
8.0,3.6,0.7878787878787876
8.0,4.0,0.8181818181818179
8.0,4.166666666666667,0.8257575757575755
8.0,4.333333333333333,0.833333333333333
8.0,4.4,0.8409090909090906
8.0,4.666666666666667,0.8560606060606057
8.0,4.8,0.8636363636363633
8.0,5.0,0.8712121212121209
8.0,6.285714285714286,0.886363636363636
8.0,6.4,0.8939393939393936
8.0,6.428571428571429,0.9015151515151512
8.0,6.857142857142857,0.9090909090909087
8.0,7.285714285714286,0.9166666666666663
8.0,7.428571428571429,0.9242424242424239
8.0,7.857142857142857,0.9318181818181814
8.0,8.0,0.939393939393939
8.0,8.571428571428571,0.9469696969696966
8.0,9.142857142857142,0.9545454545454541
8.0,10.142857142857142,0.9621212121212117
8.0,10.571428571428571,0.9696969696969693
8.0,12.428571428571429,0.9772727272727268
8.0,12.571428571428571,0.9848484848484844
8.0,12.714285714285714,0.992424242424242
8.0,18.142857142857142,1.0
9.0,1.25,0.043478260869565216
9.0,1.375,0.13043478260869565
9.0,1.5,0.17391304347826086
9.0,1.625,0.2391304347826087
9.0,1.75,0.391304347826087
9.0,1.875,0.4782608695652174
9.0,2.0,0.5434782608695652
9.0,2.125,0.5652173913043478
9.0,2.25,0.608695652173913
9.0,2.5,0.6956521739130435
9.0,2.625,0.717391304347826
9.0,2.75,0.7608695652173912
9.0,3.125,0.7826086956521738
9.0,3.5,0.9130434782608695
9.0,3.875,0.9347826086956521
9.0,5.375,0.9565217391304347
9.0,7.75,0.9782608695652173
9.0,12.375,1.0
10.0,1.3333333333333333,0.044444444444444446
10.0,1.5555555555555556,0.06666666666666667
10.0,1.6666666666666667,0.2222222222222222
10.0,1.7777777777777777,0.28888888888888886
10.0,1.8888888888888888,0.31111111111111106
10.0,2.0,0.33333333333333326
10.0,2.111111111111111,0.35555555555555546
10.0,2.2222222222222223,0.3999999999999999
10.0,2.3333333333333335,0.4222222222222221
10.0,2.5555555555555554,0.46666666666666656
10.0,2.6666666666666665,0.511111111111111
10.0,2.888888888888889,0.5333333333333332
10.0,3.0,0.5555555555555555
10.0,3.111111111111111,0.5777777777777777
10.0,4.0,0.6
10.0,4.666666666666667,0.6222222222222222
10.0,4.888888888888889,0.6444444444444445
10.0,5.0,0.6666666666666667
10.0,5.111111111111111,0.688888888888889
10.0,5.444444444444445,0.7111111111111112
10.0,5.777777777777778,0.7333333333333335
10.0,5.888888888888889,0.7777777777777779
10.0,6.111111111111111,0.8000000000000002
10.0,6.333333333333333,0.8222222222222224
10.0,6.444444444444445,0.8444444444444447
10.0,7.111111111111111,0.8666666666666669
10.0,8.0,0.8888888888888892
10.0,8.222222222222221,0.9111111111111114
10.0,9.666666666666666,0.9333333333333337
10.0,9.777777777777779,0.9555555555555559
10.0,10.0,0.9777777777777782
10.0,14.222222222222221,1.0
11.0,1.6,0.13043478260869565
11.0,1.7,0.19565217391304346
11.0,1.9,0.21739130434782605
11.0,2.0,0.26086956521739124
11.0,2.1,0.3260869565217391
11.0,2.2,0.3695652173913043
11.0,2.3,0.45652173913043476
11.0,2.4,0.47826086956521735
11.0,2.7,0.5217391304347826
11.0,2.8,0.5869565217391304
11.0,4.2,0.608695652173913
11.0,4.4,0.6304347826086956
11.0,4.7,0.6521739130434782
11.0,4.8,0.6739130434782608
11.0,5.2,0.6956521739130433
11.0,5.3,0.7173913043478259
11.0,5.8,0.7391304347826085
11.0,5.9,0.7608695652173911
11.0,6.1,0.8043478260869563
11.0,7.0,0.8260869565217389
11.0,7.3,0.8478260869565215
11.0,8.0,0.8695652173913041
11.0,8.4,0.8913043478260867
11.0,8.5,0.9130434782608693
11.0,8.6,0.9347826086956519
11.0,8.9,0.9565217391304345
11.0,10.0,0.9782608695652171
11.0,12.9,1.0
13.0,1.2727272727272727,0.022727272727272728
13.0,1.5454545454545454,0.09090909090909091
13.0,1.6363636363636365,0.11363636363636365
13.0,1.7272727272727273,0.25
13.0,1.8181818181818181,0.29545454545454547
13.0,1.9090909090909092,0.3181818181818182
13.0,2.0,0.36363636363636365
13.0,2.090909090909091,0.38636363636363635
13.0,2.1818181818181817,0.4318181818181818
13.0,2.272727272727273,0.45454545454545453
13.0,2.3636363636363638,0.47727272727272724
13.0,2.5454545454545454,0.5227272727272727
13.0,2.6363636363636362,0.5454545454545454
13.0,3.090909090909091,0.5681818181818181
13.0,3.1818181818181817,0.6136363636363635
13.0,3.272727272727273,0.6363636363636362
13.0,3.727272727272727,0.659090909090909
13.0,3.8181818181818183,0.6818181818181817
13.0,3.909090909090909,0.7045454545454544
13.0,4.363636363636363,0.7272727272727271
13.0,4.636363636363637,0.7499999999999998
13.0,4.818181818181818,0.7727272727272725
13.0,4.909090909090909,0.7954545454545452
13.0,5.090909090909091,0.8181818181818179
13.0,5.2727272727272725,0.8409090909090906
13.0,5.454545454545454,0.8636363636363633
13.0,5.909090909090909,0.886363636363636
13.0,6.090909090909091,0.9090909090909087
13.0,6.181818181818182,0.9318181818181814
13.0,6.636363636363637,0.9545454545454541
13.0,7.181818181818182,0.9772727272727268
13.0,7.7272727272727275,1.0
17.0,1.4166666666666667,0.021505376344086023
17.0,1.5,0.03225806451612903
17.0,1.5384615384615385,0.053763440860215055
17.0,1.5833333333333333,0.07526881720430108
17.0,1.6153846153846154,0.0967741935483871
17.0,1.6666666666666667,0.11827956989247312
17.0,1.6923076923076923,0.13978494623655915
17.0,1.7692307692307692,0.1827956989247312
17.0,1.8333333333333333,0.20430107526881722
17.0,1.8461538461538463,0.26881720430107525
17.0,1.9166666666666667,0.3118279569892473
17.0,1.9230769230769231,0.3333333333333333
17.0,2.0,0.3655913978494624
17.0,2.0833333333333335,0.3870967741935484
17.0,2.1538461538461537,0.4086021505376344
17.0,2.25,0.4408602150537634
17.0,2.3333333333333335,0.4623655913978494
17.0,2.4166666666666665,0.4946236559139784
17.0,2.6153846153846154,0.5053763440860214
17.0,2.6666666666666665,0.5268817204301074
17.0,2.6923076923076925,0.5483870967741934
17.0,2.769230769230769,0.5591397849462364
17.0,2.8333333333333335,0.5698924731182794
17.0,3.1538461538461537,0.5806451612903224
17.0,3.230769230769231,0.5913978494623654
17.0,3.3076923076923075,0.6021505376344084
17.0,3.3846153846153846,0.6129032258064514
17.0,3.5,0.6236559139784944
17.0,3.5833333333333335,0.6344086021505374
17.0,3.769230769230769,0.6451612903225804
17.0,3.8333333333333335,0.6559139784946234
17.0,3.9166666666666665,0.6666666666666664
17.0,3.923076923076923,0.6774193548387094
17.0,4.0,0.6881720430107524
17.0,4.083333333333333,0.6989247311827954
17.0,4.153846153846154,0.7096774193548384
17.0,4.25,0.7311827956989244
17.0,4.384615384615385,0.7419354838709674
17.0,4.416666666666667,0.7634408602150534
17.0,4.461538461538462,0.7741935483870964
17.0,4.583333333333333,0.7849462365591394
17.0,4.833333333333333,0.7956989247311824
17.0,4.923076923076923,0.8064516129032254
17.0,5.083333333333333,0.8172043010752684
17.0,5.416666666666667,0.8279569892473114
17.0,5.461538461538462,0.8387096774193544
17.0,5.75,0.8494623655913974
17.0,5.846153846153846,0.8602150537634404
17.0,6.153846153846154,0.8709677419354834
17.0,6.25,0.8817204301075264
17.0,6.461538461538462,0.8924731182795694
17.0,6.538461538461538,0.9032258064516124
17.0,6.583333333333333,0.9139784946236554
17.0,6.615384615384615,0.9247311827956984
17.0,6.846153846153846,0.9354838709677414
17.0,6.916666666666667,0.9462365591397844
17.0,7.076923076923077,0.9569892473118274
17.0,7.083333333333333,0.9677419354838704
17.0,7.416666666666667,0.9784946236559134
17.0,8.23076923076923,0.9892473118279564
17.0,10.916666666666666,1.0
19.0,1.3529411764705883,0.0056179775280898875
19.0,1.4,0.011235955056179775
19.0,1.411764705882353,0.016853932584269662
19.0,1.4285714285714286,0.028089887640449437
19.0,1.4375,0.0449438202247191
19.0,1.4666666666666666,0.06179775280898876
19.0,1.4705882352941178,0.06741573033707865
19.0,1.5,0.09550561797752809
19.0,1.5333333333333334,0.11235955056179775
19.0,1.5625,0.11797752808988764
19.0,1.5714285714285714,0.12359550561797752
19.0,1.588235294117647,0.14606741573033707
19.0,1.6,0.15168539325842695
19.0,1.6428571428571428,0.16292134831460672
19.0,1.6470588235294117,0.20224719101123595
19.0,1.6666666666666667,0.20786516853932585
19.0,1.6875,0.21348314606741575
19.0,1.7058823529411764,0.2359550561797753
19.0,1.7142857142857142,0.25280898876404495
19.0,1.7333333333333334,0.2640449438202247
19.0,1.7647058823529411,0.2752808988764045
19.0,1.7857142857142858,0.29213483146067415
19.0,1.8,0.29775280898876405
19.0,1.8125,0.3202247191011236
19.0,1.8571428571428572,0.3258426966292135
19.0,1.8666666666666667,0.35393258426966295
19.0,1.875,0.3651685393258427
19.0,1.9285714285714286,0.3764044943820225
19.0,1.9333333333333333,0.3876404494382023
19.0,1.9375,0.3988764044943821
19.0,2.0,0.41573033707865176
19.0,2.0588235294117645,0.42134831460674166
19.0,2.0625,0.4325842696629214
19.0,2.066666666666667,0.4382022471910113
19.0,2.0714285714285716,0.4438202247191012
19.0,2.125,0.455056179775281
19.0,2.1333333333333333,0.4606741573033709
19.0,2.176470588235294,0.4719101123595507
19.0,2.2857142857142856,0.4775280898876406
19.0,2.3333333333333335,0.4831460674157305
19.0,2.357142857142857,0.4943820224719103
19.0,2.4,0.5056179775280901
19.0,2.466666666666667,0.51123595505618
19.0,2.4705882352941178,0.5168539325842699
19.0,2.5,0.5280898876404497
19.0,2.533333333333333,0.5337078651685396
19.0,2.642857142857143,0.5393258426966295
19.0,2.6875,0.5449438202247194
19.0,2.7058823529411766,0.5561797752808992
19.0,2.8125,0.567415730337079
19.0,2.8666666666666667,0.5730337078651689
19.0,2.9285714285714284,0.5786516853932588
19.0,3.0,0.5842696629213487
19.0,3.1176470588235294,0.5898876404494386
19.0,3.142857142857143,0.6011235955056184
19.0,3.1875,0.6067415730337083
19.0,3.2666666666666666,0.6123595505617982
19.0,3.2857142857142856,0.6179775280898882
19.0,3.3125,0.623595505617978
19.0,3.357142857142857,0.629213483146068
19.0,3.411764705882353,0.6348314606741579
19.0,3.466666666666667,0.6460674157303377
19.0,3.5,0.6516853932584276
19.0,3.5294117647058822,0.6629213483146074
19.0,3.5714285714285716,0.6685393258426973
19.0,3.625,0.6797752808988771
19.0,3.642857142857143,0.6910112359550569
19.0,3.6470588235294117,0.6966292134831468
19.0,3.7058823529411766,0.7078651685393266
19.0,3.7142857142857144,0.7191011235955064
19.0,3.7333333333333334,0.7303370786516862
19.0,3.75,0.7359550561797761
19.0,3.764705882352941,0.741573033707866
19.0,3.8,0.7471910112359559
19.0,3.8125,0.7528089887640458
19.0,3.823529411764706,0.7584269662921357
19.0,3.857142857142857,0.7640449438202256
19.0,3.875,0.7752808988764054
19.0,4.0,0.7921348314606751
19.0,4.0625,0.797752808988765
19.0,4.066666666666666,0.8033707865168549
19.0,4.117647058823529,0.8089887640449448
19.0,4.214285714285714,0.8146067415730347
19.0,4.235294117647059,0.8202247191011246
19.0,4.285714285714286,0.8258426966292145
19.0,4.428571428571429,0.8314606741573044
19.0,4.5,0.8370786516853943
19.0,4.714285714285714,0.8426966292134842
19.0,4.733333333333333,0.8483146067415741
19.0,4.8125,0.853932584269664
19.0,4.866666666666666,0.8595505617977539
19.0,4.9411764705882355,0.8707865168539337
19.0,5.25,0.8764044943820236
19.0,5.285714285714286,0.8820224719101135
19.0,5.294117647058823,0.8876404494382034
19.0,5.4375,0.8932584269662933
19.0,5.5,0.8988764044943832
19.0,5.625,0.910112359550563
19.0,5.666666666666667,0.9213483146067428
19.0,5.733333333333333,0.9269662921348327
19.0,5.8125,0.9325842696629226
19.0,5.9375,0.9382022471910125
19.0,5.9411764705882355,0.9438202247191024
19.0,6.176470588235294,0.9494382022471923
19.0,6.428571428571429,0.9550561797752822
19.0,6.5,0.9606741573033721
19.0,6.928571428571429,0.966292134831462
19.0,6.933333333333334,0.9719101123595519
19.0,7.2,0.9775280898876418
19.0,7.285714285714286,0.9831460674157317
19.0,7.625,0.9887640449438216
19.0,7.764705882352941,0.9943820224719115
19.0,8.8,1.0
21.0,1.3157894736842106,0.022727272727272728
21.0,1.368421052631579,0.056818181818181816
21.0,1.3888888888888888,0.09090909090909091
21.0,1.4210526315789473,0.10227272727272728
21.0,1.4444444444444444,0.14772727272727273
21.0,1.5,0.17045454545454547
21.0,1.5263157894736843,0.18181818181818182
21.0,1.5555555555555556,0.19318181818181818
21.0,1.5789473684210527,0.22727272727272727
21.0,1.6111111111111112,0.28409090909090906
21.0,1.631578947368421,0.30681818181818177
21.0,1.6666666666666667,0.3636363636363636
21.0,1.6842105263157894,0.3863636363636363
21.0,1.7222222222222223,0.409090909090909
21.0,1.8421052631578947,0.42045454545454536
21.0,1.9444444444444444,0.4318181818181817
21.0,1.9473684210526316,0.4545454545454544
21.0,2.0,0.4772727272727271
21.0,2.1578947368421053,0.4886363636363635
21.0,2.2222222222222223,0.49999999999999983
21.0,2.263157894736842,0.5113636363636362
21.0,2.2777777777777777,0.5227272727272726
21.0,2.3333333333333335,0.534090909090909
21.0,2.3684210526315788,0.5454545454545453
21.0,2.4210526315789473,0.5568181818181817
21.0,2.7222222222222223,0.568181818181818
21.0,2.8333333333333335,0.5795454545454544
21.0,2.8947368421052633,0.5909090909090907
21.0,3.0,0.6022727272727271
21.0,3.0555555555555554,0.6136363636363634
21.0,3.1052631578947367,0.6363636363636361
21.0,3.1578947368421053,0.6704545454545452
21.0,3.210526315789474,0.6931818181818179
21.0,3.2777777777777777,0.7159090909090906
21.0,3.3157894736842106,0.727272727272727
21.0,3.3684210526315788,0.761363636363636
21.0,3.388888888888889,0.7727272727272724
21.0,3.5,0.7840909090909087
21.0,3.526315789473684,0.7954545454545451
21.0,3.611111111111111,0.8068181818181814
21.0,3.6315789473684212,0.8181818181818178
21.0,3.6666666666666665,0.8295454545454541
21.0,3.6842105263157894,0.8409090909090905
21.0,3.7222222222222223,0.8522727272727268
21.0,3.736842105263158,0.8749999999999996
21.0,3.8333333333333335,0.8863636363636359
21.0,4.222222222222222,0.8977272727272723
21.0,4.611111111111111,0.920454545454545
21.0,4.7368421052631575,0.9318181818181813
21.0,5.0,0.9431818181818177
21.0,5.105263157894737,0.954545454545454
21.0,5.333333333333333,0.9659090909090904
21.0,5.631578947368421,0.9772727272727267
21.0,5.888888888888889,0.9886363636363631
21.0,7.105263157894737,1.0
25.0,1.2857142857142858,0.036585365853658534
25.0,1.3,0.06097560975609756
25.0,1.3333333333333333,0.07317073170731707
25.0,1.35,0.0975609756097561
25.0,1.380952380952381,0.10975609756097561
25.0,1.4,0.12195121951219512
25.0,1.45,0.13414634146341464
25.0,1.4761904761904763,0.14634146341463417
25.0,1.5714285714285714,0.1585365853658537
25.0,1.6,0.1707317073170732
25.0,1.619047619047619,0.19512195121951223
25.0,1.65,0.20731707317073175
25.0,1.6666666666666667,0.21951219512195128
25.0,1.7,0.2439024390243903
25.0,1.7619047619047619,0.26829268292682934
25.0,1.8,0.30487804878048785
25.0,1.85,0.3292682926829269
25.0,1.8571428571428572,0.35365853658536595
25.0,1.9,0.402439024390244
25.0,1.9047619047619047,0.4146341463414635
25.0,1.9523809523809523,0.42682926829268303
25.0,2.0,0.4512195121951221
25.0,2.0476190476190474,0.4634146341463416
25.0,2.05,0.4756097560975611
25.0,2.1,0.48780487804878064
25.0,2.1904761904761907,0.5000000000000001
25.0,2.2,0.5121951219512196
25.0,2.25,0.5243902439024392
25.0,2.2857142857142856,0.5365853658536587
25.0,2.3,0.5609756097560977
25.0,2.35,0.5731707317073172
25.0,2.4285714285714284,0.5853658536585368
25.0,2.45,0.6097560975609758
25.0,2.4761904761904763,0.6219512195121953
25.0,2.9,0.6341463414634149
25.0,2.9523809523809526,0.6463414634146344
25.0,3.0,0.6707317073170734
25.0,3.0476190476190474,0.6951219512195125
25.0,3.05,0.707317073170732
25.0,3.15,0.7439024390243906
25.0,3.25,0.7560975609756101
25.0,3.2857142857142856,0.7682926829268296
25.0,3.3,0.7804878048780491
25.0,3.35,0.7926829268292687
25.0,3.4285714285714284,0.8048780487804882
25.0,3.45,0.8170731707317077
25.0,3.55,0.8292682926829272
25.0,3.7,0.8414634146341468
25.0,4.05,0.8536585365853663
25.0,4.15,0.8658536585365858
25.0,4.2,0.8902439024390248
25.0,4.333333333333333,0.9146341463414639
25.0,4.523809523809524,0.9268292682926834
25.0,4.8,0.9390243902439029
25.0,4.809523809523809,0.9512195121951225
25.0,4.95,0.963414634146342
25.0,5.0,0.9756097560975615
25.0,5.476190476190476,0.987804878048781
25.0,6.0476190476190474,1.0
28.0,1.24,0.005952380952380952
28.0,1.25,0.011904761904761904
28.0,1.28,0.017857142857142856
28.0,1.2916666666666667,0.023809523809523808
28.0,1.3043478260869565,0.02976190476190476
28.0,1.3181818181818181,0.041666666666666664
28.0,1.3333333333333333,0.047619047619047616
28.0,1.3478260869565217,0.05952380952380952
28.0,1.375,0.08333333333333333
28.0,1.391304347826087,0.09523809523809523
28.0,1.434782608695652,0.10119047619047619
28.0,1.4545454545454546,0.125
28.0,1.4583333333333333,0.13095238095238096
28.0,1.48,0.1488095238095238
28.0,1.5,0.18452380952380953
28.0,1.52,0.2142857142857143
28.0,1.5217391304347827,0.2380952380952381
28.0,1.5416666666666667,0.24404761904761907
28.0,1.5454545454545454,0.25
28.0,1.56,0.2619047619047619
28.0,1.565217391304348,0.2857142857142857
28.0,1.5833333333333333,0.2976190476190476
28.0,1.5909090909090908,0.30357142857142855
28.0,1.6521739130434783,0.3095238095238095
28.0,1.6666666666666667,0.33333333333333326
28.0,1.68,0.3452380952380952
28.0,1.6818181818181819,0.36904761904761896
28.0,1.6956521739130435,0.3869047619047618
28.0,1.72,0.39285714285714274
28.0,1.7272727272727273,0.4107142857142856
28.0,1.76,0.4226190476190475
28.0,1.7916666666666667,0.42857142857142844
28.0,1.8181818181818181,0.44047619047619035
28.0,1.8333333333333333,0.4464285714285713
28.0,1.8695652173913044,0.47619047619047605
28.0,1.88,0.482142857142857
28.0,1.9090909090909092,0.4880952380952379
28.0,1.9130434782608696,0.49404761904761885
28.0,1.9545454545454546,0.5059523809523807
28.0,1.9583333333333333,0.5119047619047616
28.0,2.0869565217391304,0.5178571428571426
28.0,2.12,0.5238095238095235
28.0,2.1363636363636362,0.5357142857142854
28.0,2.1666666666666665,0.5416666666666663
28.0,2.1818181818181817,0.5476190476190472
28.0,2.24,0.5595238095238091
28.0,2.272727272727273,0.56547619047619
28.0,2.3043478260869565,0.571428571428571
28.0,2.4,0.5773809523809519
28.0,2.44,0.5833333333333328
28.0,2.4583333333333335,0.5892857142857137
28.0,2.5833333333333335,0.5952380952380947
28.0,2.6,0.6011904761904756
28.0,2.608695652173913,0.6071428571428565
28.0,2.68,0.6130952380952375
28.0,2.7083333333333335,0.6249999999999993
28.0,2.72,0.6309523809523803
28.0,2.727272727272727,0.6369047619047612
28.0,2.75,0.6428571428571421
28.0,2.782608695652174,0.6488095238095231
28.0,2.8260869565217392,0.654761904761904
28.0,2.8333333333333335,0.6607142857142849
28.0,2.869565217391304,0.6666666666666659
28.0,2.875,0.6785714285714277
28.0,2.909090909090909,0.6845238095238086
28.0,2.92,0.6964285714285705
28.0,2.9545454545454546,0.7023809523809514
28.0,2.9565217391304346,0.7142857142857133
28.0,2.96,0.7261904761904752
28.0,3.0,0.7440476190476181
28.0,3.04,0.7559523809523799
28.0,3.0416666666666665,0.7619047619047609
28.0,3.0454545454545454,0.7738095238095227
28.0,3.0833333333333335,0.7797619047619037
28.0,3.090909090909091,0.7857142857142846
28.0,3.1818181818181817,0.7916666666666655
28.0,3.2,0.7976190476190465
28.0,3.2083333333333335,0.8035714285714274
28.0,3.347826086956522,0.8095238095238083
28.0,3.3636363636363638,0.8154761904761892
28.0,3.409090909090909,0.8214285714285702
28.0,3.52,0.8273809523809511
28.0,3.6,0.833333333333332
28.0,3.6363636363636362,0.839285714285713
28.0,3.76,0.8511904761904748
28.0,3.8,0.8571428571428558
28.0,3.875,0.8630952380952367
28.0,4.0,0.8690476190476176
28.0,4.041666666666667,0.8749999999999986
28.0,4.125,0.8809523809523795
28.0,4.130434782608695,0.8869047619047604
28.0,4.318181818181818,0.8928571428571414
28.0,4.3478260869565215,0.8988095238095223
28.0,4.36,0.9107142857142841
28.0,4.416666666666667,0.9166666666666651
28.0,4.458333333333333,0.922619047619046
28.0,4.565217391304348,0.9285714285714269
28.0,4.708333333333333,0.9345238095238079
28.0,4.818181818181818,0.9404761904761888
28.0,4.875,0.9464285714285697
28.0,4.956521739130435,0.9523809523809507
28.0,5.04,0.9583333333333316
28.0,5.086956521739131,0.9642857142857125
28.0,5.2272727272727275,0.9761904761904744
28.0,5.391304347826087,0.9821428571428553
28.0,5.565217391304348,0.9880952380952363
28.0,5.76,0.9940476190476172
28.0,6.6,1.0
30.0,1.1851851851851851,0.009259259259259259
30.0,1.2307692307692308,0.018518518518518517
30.0,1.2857142857142858,0.027777777777777776
30.0,1.3571428571428572,0.037037037037037035
30.0,1.3703703703703705,0.046296296296296294
30.0,1.4230769230769231,0.05555555555555555
30.0,1.4285714285714286,0.09259259259259259
30.0,1.4444444444444444,0.12037037037037036
30.0,1.4615384615384615,0.12962962962962962
30.0,1.4642857142857142,0.14814814814814814
30.0,1.4814814814814814,0.15740740740740738
30.0,1.5,0.18518518518518517
30.0,1.5357142857142858,0.19444444444444442
30.0,1.5384615384615385,0.20370370370370366
30.0,1.5555555555555556,0.23148148148148145
30.0,1.5714285714285714,0.24999999999999997
30.0,1.5925925925925926,0.2685185185185185
30.0,1.6153846153846154,0.27777777777777773
30.0,1.6538461538461537,0.287037037037037
30.0,1.6923076923076923,0.30555555555555547
30.0,1.7307692307692308,0.3148148148148147
30.0,1.7857142857142858,0.32407407407407396
30.0,1.8888888888888888,0.3333333333333332
30.0,1.9230769230769231,0.34259259259259245
30.0,1.9285714285714286,0.3518518518518517
30.0,1.962962962962963,0.36111111111111094
30.0,1.9642857142857142,0.3703703703703702
30.0,2.0,0.37962962962962943
30.0,2.037037037037037,0.3888888888888887
30.0,2.0384615384615383,0.4074074074074072
30.0,2.0714285714285716,0.41666666666666646
30.0,2.142857142857143,0.435185185185185
30.0,2.259259259259259,0.4629629629629628
30.0,2.269230769230769,0.47222222222222204
30.0,2.3076923076923075,0.4814814814814813
30.0,2.3461538461538463,0.49074074074074053
30.0,2.423076923076923,0.4999999999999998
