domain,instance,index,generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,oprimal_cost,w,is-W-opt
VacuumRobot,27,1,7585.0,4446.0,833.0,649.0,649.0,324.0,1.0,323.0,2.0,322.0,435.0,0.5,false
VacuumRobot,27,2,16132.0,9298.0,4446.0,493.0,493.0,293.0,50.0,292.0,51.0,291.0,435.0,0.5,false
VacuumRobot,27,3,965.0,539.0,325.0,477.0,477.0,9.0,471.0,10.0,472.0,9.0,435.0,0.5,false
VacuumRobot,27,4,2577.0,1470.0,1160.0,463.0,463.0,11.0,453.0,14.0,454.0,13.0,435.0,0.5,false
VacuumRobot,27,5,5114.0,2919.0,2515.0,457.0,457.0,14.0,440.0,13.0,438.0,15.0,435.0,0.5,false
VacuumRobot,27,6,3194.0,1814.0,1186.0,453.0,453.0,17.0,431.0,18.0,418.0,27.0,435.0,0.5,false
VacuumRobot,27,7,5561.0,3168.0,3139.0,445.0,445.0,30.0,412.0,29.0,413.0,28.0,435.0,0.5,false
VacuumRobot,27,8,3387.0,1925.0,1813.0,441.0,441.0,16.0,418.0,17.0,419.0,16.0,435.0,0.5,false
VacuumRobot,27,9,5883.0,3316.0,2959.0,435.0,435.0,30.0,400.0,29.0,401.0,28.0,435.0,0.5,false
VacuumRobot,28,1,2077.0,1201.0,37.0,696.0,696.0,456.0,1.0,455.0,2.0,454.0,562.0,0.5,false
VacuumRobot,28,2,7776.0,4545.0,2448.0,598.0,598.0,442.0,13.0,443.0,23.0,437.0,562.0,0.5,false
VacuumRobot,28,3,1245.0,711.0,462.0,588.0,588.0,55.0,520.0,56.0,520.0,56.0,562.0,0.5,false
VacuumRobot,28,4,1496.0,912.0,106.0,582.0,582.0,460.0,9.0,461.0,7.0,463.0,562.0,0.5,false
VacuumRobot,28,5,3570.0,2024.0,828.0,570.0,570.0,461.0,22.0,472.0,22.0,472.0,562.0,0.5,false
VacuumRobot,28,6,18.0,10.0,7.0,568.0,568.0,10.0,559.0,9.0,560.0,8.0,562.0,0.5,false
VacuumRobot,28,7,1847.0,1061.0,313.0,564.0,564.0,76.0,481.0,75.0,482.0,74.0,562.0,0.5,false
VacuumRobot,28,8,6964.0,4099.0,1096.0,562.0,562.0,15.0,553.0,9.0,542.0,18.0,562.0,0.5,false
VacuumRobot,29,1,3885.0,2318.0,562.0,596.0,596.0,327.0,1.0,326.0,2.0,325.0,443.0,0.5,false
VacuumRobot,29,2,8105.0,5003.0,4008.0,538.0,538.0,77.0,421.0,76.0,400.0,87.0,443.0,0.5,false
VacuumRobot,29,3,2330.0,1352.0,1053.0,502.0,502.0,110.0,331.0,111.0,332.0,110.0,443.0,0.5,false
VacuumRobot,29,4,14273.0,8471.0,7095.0,466.0,466.0,299.0,39.0,298.0,40.0,297.0,443.0,0.5,false
VacuumRobot,29,5,1344.0,750.0,529.0,454.0,454.0,61.0,370.0,60.0,371.0,59.0,443.0,0.5,false
VacuumRobot,29,6,6495.0,3741.0,1443.0,446.0,446.0,146.0,2.0,327.0,3.0,326.0,443.0,0.5,false
VacuumRobot,29,7,19015.0,11288.0,244.0,443.0,443.0,325.0,34.0,325.0,43.0,318.0,443.0,0.5,false
VacuumRobot,30,1,6368.0,3754.0,1086.0,773.0,773.0,457.0,1.0,456.0,2.0,455.0,609.0,0.5,false
VacuumRobot,30,2,21599.0,12753.0,10241.0,653.0,653.0,214.0,318.0,213.0,308.0,219.0,609.0,0.5,false
VacuumRobot,30,3,21067.0,12400.0,10037.0,625.0,625.0,123.0,463.0,120.0,464.0,119.0,609.0,0.5,false
VacuumRobot,30,4,58944.0,34526.0,29957.0,613.0,613.0,245.0,295.0,236.0,280.0,247.0,609.0,0.5,false
VacuumRobot,30,5,4801.0,2840.0,108.0,609.0,609.0,23.0,10.0,463.0,27.0,450.0,609.0,0.5,false
VacuumRobot,31,1,3190.0,1901.0,203.0,495.0,495.0,260.0,1.0,259.0,2.0,258.0,415.0,0.5,false
VacuumRobot,31,2,12830.0,7572.0,5085.0,425.0,425.0,187.0,94.0,188.0,97.0,187.0,415.0,0.5,false
VacuumRobot,31,3,25164.0,14626.0,2501.0,417.0,417.0,263.0,4.0,264.0,9.0,261.0,415.0,0.5,false
VacuumRobot,31,4,27511.0,16531.0,169.0,415.0,415.0,12.0,402.0,11.0,400.0,13.0,415.0,0.5,false
VacuumRobot,32,1,40502.0,24064.0,12651.0,704.0,704.0,297.0,1.0,296.0,2.0,295.0,442.0,0.5,true
VacuumRobot,32,2,3550.0,2043.0,1111.0,462.0,462.0,306.0,9.0,306.0,10.0,305.0,442.0,0.5,false
VacuumRobot,32,3,3252.0,1858.0,487.0,454.0,454.0,134.0,264.0,134.0,262.0,136.0,442.0,0.5,false
VacuumRobot,32,4,8638.0,4960.0,4301.0,446.0,446.0,323.0,405.0,37.0,406.0,36.0,442.0,0.5,false
VacuumRobot,32,5,9486.0,5631.0,567.0,444.0,444.0,37.0,398.0,36.0,399.0,35.0,442.0,0.5,false
VacuumRobot,32,6,15854.0,9291.0,855.0,442.0,442.0,336.0,49.0,336.0,42.0,342.0,442.0,0.5,false
VacuumRobot,33,1,4103.0,2304.0,471.0,694.0,694.0,391.0,1.0,390.0,2.0,389.0,544.0,0.5,false
VacuumRobot,33,2,6868.0,3960.0,2610.0,616.0,616.0,117.0,476.0,116.0,473.0,119.0,544.0,0.5,false
VacuumRobot,33,3,1384.0,756.0,376.0,590.0,590.0,131.0,384.0,130.0,385.0,129.0,544.0,0.5,false
VacuumRobot,33,4,8561.0,4916.0,4259.0,570.0,570.0,208.0,270.0,208.0,264.0,212.0,544.0,0.5,false
VacuumRobot,33,5,32896.0,18977.0,15975.0,556.0,556.0,225.0,236.0,222.0,247.0,215.0,544.0,0.5,false
VacuumRobot,33,6,21789.0,12510.0,3364.0,553.0,553.0,385.0,20.0,381.0,21.0,380.0,544.0,0.5,false
VacuumRobot,33,7,1987.0,1198.0,231.0,549.0,549.0,13.0,527.0,18.0,533.0,14.0,544.0,0.5,false
VacuumRobot,33,8,28084.0,16846.0,773.0,544.0,544.0,12.0,530.0,13.0,530.0,13.0,544.0,0.5,false
VacuumRobot,34,1,13035.0,7874.0,4339.0,957.0,957.0,544.0,1.0,543.0,2.0,542.0,696.0,0.5,false
VacuumRobot,34,2,247.0,149.0,78.0,941.0,941.0,10.0,921.0,12.0,924.0,11.0,696.0,0.5,false
VacuumRobot,34,3,38381.0,22986.0,16759.0,786.0,786.0,342.0,255.0,337.0,251.0,339.0,696.0,0.5,false
VacuumRobot,34,4,51067.0,30297.0,27963.0,734.0,734.0,121.0,598.0,120.0,600.0,120.0,696.0,0.5,false
VacuumRobot,34,5,4980.0,2981.0,2515.0,724.0,724.0,129.0,537.0,131.0,530.0,136.0,696.0,0.5,false
VacuumRobot,34,6,48835.0,28799.0,25629.0,714.0,714.0,538.0,484.0,180.0,476.0,186.0,696.0,0.5,false
VacuumRobot,34,7,3966.0,2256.0,1408.0,704.0,704.0,15.0,694.0,14.0,695.0,13.0,696.0,0.5,false
VacuumRobot,34,8,771.0,426.0,337.0,696.0,696.0,15.0,684.0,14.0,685.0,13.0,696.0,0.5,false
VacuumRobot,35,1,7484.0,4538.0,975.0,744.0,744.0,427.0,1.0,426.0,2.0,425.0,603.0,0.5,false
VacuumRobot,35,2,7848.0,4591.0,742.0,639.0,639.0,12.0,721.0,11.0,709.0,19.0,603.0,0.5,false
VacuumRobot,35,3,2313.0,1351.0,1037.0,625.0,625.0,78.0,518.0,81.0,519.0,80.0,603.0,0.5,false
VacuumRobot,35,4,21306.0,12524.0,3058.0,609.0,609.0,434.0,20.0,435.0,20.0,435.0,603.0,0.5,false
VacuumRobot,35,5,45194.0,26546.0,3162.0,605.0,605.0,111.0,457.0,110.0,458.0,109.0,603.0,0.5,false
VacuumRobot,35,6,15390.0,9043.0,378.0,603.0,603.0,451.0,114.0,443.0,114.0,443.0,603.0,0.5,false
VacuumRobot,36,1,2063.0,1144.0,129.0,571.0,571.0,371.0,1.0,370.0,2.0,369.0,525.0,0.5,false
VacuumRobot,36,2,414.0,242.0,25.0,557.0,557.0,39.0,489.0,38.0,484.0,41.0,525.0,0.5,false
VacuumRobot,36,3,1031.0,604.0,359.0,553.0,553.0,10.0,534.0,13.0,515.0,24.0,525.0,0.5,false
VacuumRobot,36,4,6823.0,3948.0,2904.0,535.0,535.0,61.0,455.0,62.0,456.0,61.0,525.0,0.5,false
VacuumRobot,36,5,9122.0,5405.0,1623.0,531.0,531.0,54.0,458.0,53.0,462.0,51.0,525.0,0.5,false
VacuumRobot,36,6,817.0,472.0,474.0,527.0,527.0,70.0,408.0,77.0,409.0,76.0,525.0,0.5,false
VacuumRobot,36,7,3048.0,1801.0,807.0,525.0,525.0,57.0,437.0,56.0,430.0,61.0,525.0,0.5,false
VacuumRobot,37,1,3572.0,2021.0,573.0,633.0,633.0,427.0,1.0,426.0,2.0,425.0,509.0,0.5,false
VacuumRobot,37,2,5232.0,3069.0,2039.0,549.0,549.0,203.0,287.0,202.0,288.0,203.0,509.0,0.5,false
VacuumRobot,37,3,7266.0,4230.0,3394.0,531.0,531.0,15.0,523.0,16.0,522.0,17.0,509.0,0.5,false
VacuumRobot,37,4,543.0,289.0,166.0,515.0,515.0,18.0,504.0,17.0,498.0,21.0,509.0,0.5,false
VacuumRobot,37,5,3224.0,1846.0,383.0,513.0,513.0,17.0,491.0,16.0,485.0,20.0,509.0,0.5,false
VacuumRobot,37,6,12259.0,7242.0,3210.0,511.0,511.0,390.0,48.0,389.0,10.0,421.0,509.0,0.5,false
VacuumRobot,37,7,6176.0,3593.0,1345.0,509.0,509.0,74.0,426.0,73.0,427.0,72.0,509.0,0.5,false
VacuumRobot,38,1,4631.0,2717.0,804.0,708.0,708.0,452.0,1.0,451.0,2.0,450.0,616.0,0.5,false
VacuumRobot,38,2,23908.0,14168.0,12334.0,688.0,688.0,44.0,556.0,44.0,558.0,44.0,616.0,0.5,false
VacuumRobot,38,3,37759.0,22297.0,21011.0,664.0,664.0,151.0,420.0,150.0,421.0,149.0,616.0,0.5,false
VacuumRobot,38,4,74702.0,44491.0,42503.0,646.0,646.0,193.0,361.0,191.0,362.0,190.0,616.0,0.5,false
VacuumRobot,38,5,108147.0,64159.0,60061.0,624.0,624.0,260.0,259.0,259.0,264.0,256.0,616.0,0.5,false
VacuumRobot,38,6,58971.0,35189.0,30141.0,616.0,616.0,204.0,306.0,204.0,294.0,212.0,616.0,0.5,false
VacuumRobot,39,1,34688.0,20521.0,9069.0,896.0,896.0,434.0,1.0,433.0,2.0,434.0,664.0,0.5,false
VacuumRobot,39,2,21138.0,12372.0,5166.0,692.0,692.0,439.0,37.0,437.0,35.0,439.0,664.0,0.5,false
VacuumRobot,39,3,37875.0,22278.0,4873.0,664.0,664.0,471.0,62.0,472.0,68.0,468.0,664.0,0.5,false
VacuumRobot,40,1,3401.0,1955.0,496.0,694.0,694.0,442.0,1.0,441.0,2.0,440.0,604.0,0.5,false
VacuumRobot,40,2,5486.0,3154.0,1398.0,618.0,618.0,424.0,14.0,428.0,15.0,427.0,604.0,0.5,false
VacuumRobot,40,3,28599.0,16782.0,2625.0,604.0,604.0,453.0,13.0,453.0,13.0,453.0,604.0,0.5,false
VacuumRobot,41,1,14959.0,8650.0,4290.0,857.0,857.0,439.0,1.0,438.0,2.0,437.0,647.0,0.5,false
VacuumRobot,41,2,243.0,138.0,70.0,813.0,813.0,35.0,766.0,33.0,755.0,38.0,647.0,0.5,false
VacuumRobot,41,3,31969.0,18698.0,9383.0,709.0,709.0,436.0,4.0,435.0,6.0,435.0,647.0,0.5,false
VacuumRobot,41,4,47861.0,28301.0,14404.0,693.0,693.0,93.0,557.0,92.0,558.0,91.0,647.0,0.5,false
VacuumRobot,41,5,51908.0,30804.0,22007.0,685.0,685.0,30.0,654.0,29.0,628.0,49.0,647.0,0.5,false
VacuumRobot,41,6,11575.0,6925.0,451.0,667.0,667.0,489.0,68.0,489.0,68.0,489.0,647.0,0.5,false
VacuumRobot,41,7,658.0,356.0,103.0,665.0,665.0,11.0,651.0,10.0,652.0,9.0,647.0,0.5,false
VacuumRobot,41,8,1337.0,749.0,679.0,661.0,661.0,91.0,547.0,90.0,563.0,78.0,647.0,0.5,false
VacuumRobot,41,9,1475.0,851.0,450.0,657.0,657.0,18.0,638.0,17.0,639.0,16.0,647.0,0.5,false
VacuumRobot,41,10,67.0,36.0,18.0,653.0,653.0,20.0,627.0,22.0,628.0,21.0,647.0,0.5,false
VacuumRobot,41,11,2245.0,1305.0,702.0,649.0,649.0,62.0,590.0,53.0,591.0,52.0,647.0,0.5,false
VacuumRobot,41,12,18424.0,10932.0,1870.0,647.0,647.0,11.0,637.0,10.0,563.0,74.0,647.0,0.5,false
VacuumRobot,42,1,7144.0,4368.0,1904.0,652.0,652.0,333.0,1.0,332.0,2.0,331.0,529.0,0.5,false
VacuumRobot,42,2,22435.0,13320.0,8600.0,583.0,583.0,229.0,187.0,226.0,188.0,225.0,529.0,0.5,false
VacuumRobot,42,3,22625.0,13047.0,9044.0,553.0,553.0,334.0,30.0,333.0,28.0,335.0,529.0,0.5,false
VacuumRobot,42,4,34705.0,20191.0,18296.0,533.0,533.0,256.0,178.0,255.0,179.0,254.0,529.0,0.5,false
VacuumRobot,42,5,12467.0,7388.0,894.0,531.0,531.0,282.0,144.0,281.0,145.0,280.0,529.0,0.5,false
VacuumRobot,42,6,11532.0,6866.0,321.0,529.0,529.0,14.0,513.0,14.0,512.0,15.0,529.0,0.5,false
VacuumRobot,43,1,19948.0,11759.0,5671.0,885.0,885.0,421.0,1.0,420.0,2.0,419.0,738.0,0.5,false
VacuumRobot,43,2,83475.0,49637.0,25436.0,855.0,855.0,409.0,11.0,410.0,12.0,409.0,738.0,0.5,false
VacuumRobot,43,3,39904.0,23743.0,15357.0,810.0,810.0,459.0,78.0,459.0,68.0,465.0,738.0,0.5,false
VacuumRobot,43,4,214452.0,126747.0,96140.0,790.0,790.0,134.0,592.0,118.0,570.0,130.0,738.0,0.5,false
VacuumRobot,43,5,309179.0,182335.0,112537.0,748.0,748.0,231.0,438.0,228.0,449.0,221.0,738.0,0.5,false
VacuumRobot,43,6,4430.0,2531.0,1046.0,742.0,742.0,47.0,676.0,44.0,677.0,43.0,738.0,0.5,false
VacuumRobot,43,7,38790.0,22729.0,15911.0,738.0,738.0,511.0,111.0,512.0,111.0,512.0,738.0,0.5,false
VacuumRobot,44,1,3574.0,2075.0,529.0,763.0,763.0,523.0,1.0,522.0,2.0,523.0,629.0,0.5,false
VacuumRobot,44,2,2612.0,1453.0,987.0,659.0,659.0,488.0,43.0,488.0,30.0,497.0,629.0,0.5,false
VacuumRobot,44,3,785.0,430.0,300.0,641.0,641.0,8.0,641.0,12.0,647.0,8.0,629.0,0.5,false
VacuumRobot,44,4,80.0,42.0,11.0,639.0,639.0,8.0,623.0,12.0,629.0,8.0,629.0,0.5,false
VacuumRobot,44,5,11049.0,6188.0,3066.0,631.0,631.0,351.0,209.0,350.0,210.0,349.0,629.0,0.5,false
VacuumRobot,44,6,76.0,40.0,26.0,629.0,629.0,12.0,616.0,11.0,615.0,12.0,629.0,0.5,false
VacuumRobot,45,1,1607.0,945.0,110.0,429.0,429.0,277.0,1.0,276.0,2.0,275.0,367.0,0.5,false
VacuumRobot,45,2,6871.0,3917.0,2915.0,387.0,387.0,236.0,48.0,235.0,47.0,236.0,367.0,0.5,false
VacuumRobot,45,3,134.0,73.0,59.0,381.0,381.0,20.0,350.0,25.0,351.0,24.0,367.0,0.5,false
VacuumRobot,45,4,3188.0,1908.0,241.0,373.0,373.0,265.0,15.0,264.0,16.0,263.0,367.0,0.5,false
VacuumRobot,45,5,3115.0,1854.0,245.0,371.0,371.0,287.0,18.0,289.0,17.0,290.0,367.0,0.5,false
VacuumRobot,45,6,1138.0,639.0,31.0,367.0,367.0,45.0,321.0,44.0,322.0,43.0,367.0,0.5,false
VacuumRobot,46,1,5370.0,3101.0,1188.0,821.0,821.0,475.0,1.0,474.0,2.0,473.0,653.0,0.5,false
VacuumRobot,46,2,5000.0,2852.0,2292.0,771.0,771.0,58.0,670.0,57.0,671.0,56.0,653.0,0.5,false
VacuumRobot,46,3,8554.0,4999.0,4239.0,755.0,755.0,95.0,595.0,94.0,596.0,93.0,653.0,0.5,false
VacuumRobot,46,4,8750.0,5002.0,4038.0,725.0,725.0,28.0,515.0,150.0,515.0,150.0,653.0,0.5,false
VacuumRobot,46,5,27670.0,15999.0,11965.0,701.0,701.0,479.0,8.0,479.0,20.0,471.0,653.0,0.5,false
VacuumRobot,46,6,31265.0,17903.0,15379.0,675.0,675.0,193.0,426.0,199.0,426.0,199.0,653.0,0.5,false
VacuumRobot,46,7,20417.0,11749.0,11323.0,665.0,665.0,38.0,433.0,172.0,434.0,171.0,653.0,0.5,false
VacuumRobot,46,8,211.0,115.0,82.0,657.0,657.0,45.0,610.0,41.0,610.0,41.0,653.0,0.5,false
VacuumRobot,46,9,54166.0,31497.0,13211.0,653.0,653.0,245.0,343.0,246.0,344.0,245.0,653.0,0.5,false
VacuumRobot,47,1,8149.0,4721.0,2118.0,717.0,717.0,386.0,1.0,387.0,2.0,386.0,518.0,0.5,false
VacuumRobot,47,2,7053.0,4046.0,2397.0,612.0,612.0,383.0,5.0,385.0,6.0,384.0,518.0,0.5,false
VacuumRobot,47,3,1038.0,616.0,396.0,546.0,546.0,41.0,499.0,39.0,492.0,42.0,518.0,0.5,false
VacuumRobot,47,4,918.0,513.0,441.0,540.0,540.0,37.0,494.0,36.0,495.0,35.0,518.0,0.5,false
VacuumRobot,47,5,6874.0,4010.0,1606.0,532.0,532.0,391.0,24.0,388.0,24.0,388.0,518.0,0.5,false
VacuumRobot,47,6,4471.0,2630.0,603.0,518.0,518.0,61.0,450.0,62.0,458.0,56.0,518.0,0.5,false
VacuumRobot,48,1,2425.0,1412.0,53.0,722.0,722.0,472.0,1.0,473.0,2.0,472.0,634.0,0.5,false
VacuumRobot,48,2,7225.0,4202.0,2989.0,650.0,650.0,90.0,559.0,91.0,558.0,92.0,634.0,0.5,false
VacuumRobot,48,3,3915.0,2374.0,1705.0,640.0,640.0,23.0,612.0,22.0,613.0,21.0,634.0,0.5,false
VacuumRobot,48,4,11736.0,6981.0,4683.0,634.0,634.0,159.0,418.0,158.0,423.0,155.0,634.0,0.5,false
VacuumRobot,49,1,1655.0,916.0,66.0,511.0,511.0,391.0,1.0,392.0,2.0,391.0,449.0,0.5,false
VacuumRobot,49,2,2375.0,1343.0,751.0,481.0,481.0,56.0,408.0,57.0,409.0,56.0,449.0,0.5,false
VacuumRobot,49,3,3384.0,1882.0,1288.0,457.0,457.0,299.0,105.0,298.0,106.0,297.0,449.0,0.5,false
VacuumRobot,49,4,4230.0,2378.0,1836.0,451.0,451.0,96.0,342.0,95.0,343.0,94.0,449.0,0.5,false
VacuumRobot,49,5,7434.0,4304.0,2887.0,449.0,449.0,33.0,413.0,32.0,411.0,34.0,449.0,0.5,false
VacuumRobot,50,1,2306.0,1354.0,86.0,694.0,694.0,408.0,1.0,409.0,2.0,410.0,589.0,0.5,false
VacuumRobot,50,2,456.0,269.0,202.0,678.0,678.0,24.0,638.0,24.0,630.0,28.0,589.0,0.5,false
VacuumRobot,50,3,1425.0,846.0,490.0,660.0,660.0,140.0,415.0,139.0,421.0,137.0,589.0,0.5,false
VacuumRobot,50,4,2742.0,1669.0,1299.0,634.0,634.0,43.0,588.0,42.0,315.0,205.0,589.0,0.5,false
VacuumRobot,50,5,593.0,334.0,131.0,630.0,630.0,39.0,560.0,42.0,569.0,37.0,589.0,0.5,false
VacuumRobot,50,6,5882.0,3430.0,1357.0,602.0,602.0,232.0,281.0,231.0,285.0,229.0,589.0,0.5,false
VacuumRobot,50,7,45017.0,26705.0,3750.0,594.0,594.0,419.0,26.0,418.0,27.0,417.0,589.0,0.5,false
VacuumRobot,50,8,17893.0,10485.0,2469.0,589.0,589.0,141.0,422.0,142.0,423.0,141.0,589.0,0.5,false
